DepMap_ID	source	improve_sample_id	improve_chem_id	study	auc	ic50	ec50	ec50se	r2fit	einf	hs	aac1	auc1	dss1
ACH-000273	gCSI	ACH-000273	Drug_1105	238694	0.2946	8.352	8.373	0.0646	0.9884	0.0317	1.366	0.4698	0.5302	0.4385
ACH-000536	gCSI	ACH-000536	Drug_865	239998	0.7659		7.472	0.0544	0.98	0.5956	2.628	0.1561	0.8439	0.1196
ACH-000414	gCSI	ACH-000414	Drug_1214	242509	0.7446		8.163	0.0305	0.9969	0.6319	1.758	0.1121	0.8879	0.0754
ACH-000621	gCSI	ACH-000621	Drug_501	239823	0.915		6.949	0.3402	0.4183	0.827	4.0	0.0884	0.9116	0.0377
ACH-000624	gCSI	ACH-000624	Drug_865	240115	0.2894	8.838	8.911	0.0362	0.992	0.1314	1.805	0.6615	0.3385	0.6299
ACH-000270	gCSI	ACH-000270	Drug_865	240142	0.6119	5.97	8.443	0.4889	0.9175	0.45	0.4042	0.3293	0.6707	0.2548
ACH-000805	gCSI	ACH-000805	Drug_1127	241643	0.6251	7.517	7.849	0.0295	0.9951	0.4156	2.323	0.3562	0.6438	0.3135
ACH-000073	gCSI	ACH-000073	Drug_1087	242090	0.9961		6.526	1.307	0.0937	0.9908	4.0	0.0044	0.9956	0.0
ACH-000582	gCSI	ACH-000582	Drug_279	241243	0.9937		3.955	0.0	-0.0	0.9875	0.0	0.0063	0.9937	0.0
ACH-000927	gCSI	ACH-000927	Drug_1105	238389	0.5998	7.46	7.661	0.0068	0.9998	0.3441	2.52	0.1957	0.8043	0.1702
ACH-000677	gCSI	ACH-000677	Drug_895	240741	0.7016	5.989	6.055	0.018	0.9987	0.1287	1.976	0.3097	0.6903	0.2847
ACH-000411	gCSI	ACH-000411	Drug_1105	238363	0.5036	7.597	7.768	0.0869	0.9824	0.2094	1.381	0.2593	0.7407	0.2243
ACH-000297	gCSI	ACH-000297	Drug_865	240110	0.7231		8.212	0.0485	0.9906	0.6055	1.814	0.2287	0.7713	0.1741
ACH-000411	gCSI	ACH-000411	Drug_865	239973	0.955		7.723	0.6518	0.3588	0.9274	4.0	0.0328	0.9672	0.0
ACH-000212	gCSI	ACH-000212	Drug_1087	242028	0.7519	4.797	4.797	2.858	0.9271	0.0	0.2738	0.263	0.737	0.1816
ACH-000231	gCSI	ACH-000231	Drug_865	240172	0.6913		8.433	0.1012	0.9699	0.5819	1.262	0.266	0.734	0.2024
ACH-000910	gCSI	ACH-000910	Drug_1005	238215	0.9243	3.702	3.702	34.69	0.6973	0.0	0.5101	0.0144	0.9856	0.0
ACH-000915	gCSI	ACH-000915	Drug_1127	241780	0.475	7.873	8.055	0.0212	0.9983	0.2229	1.412	0.5146	0.4854	0.4724
ACH-000984	gCSI	ACH-000984	Drug_795	242961	0.5695	7.068	7.16	0.0099	0.9996	0.1825	2.154	0.2487	0.7513	0.2247
ACH-000824	gCSI	ACH-000824	Drug_1127	241820	0.3124	8.562	8.604	0.0307	0.9921	0.1039	2.38	0.7228	0.2772	0.6976
ACH-000541	gCSI	ACH-000541	Drug_883	239388	0.9813		5.059	0.0665	1.0	0.8939	4.0	0.003	0.997	0.0
ACH-000012	gCSI	ACH-000012	Drug_279	241329	0.6146	6.293	6.293	5.963	0.7649	0.0	0.64	0.0534	0.9466	0.016
ACH-000449	gCSI	ACH-000449	Drug_795	243063	0.3804	7.743	7.745	0.0325	0.9959	0.0073	3.627	0.454	0.546	0.4423
ACH-000012	gCSI	ACH-000012	Drug_501	239722	0.8225		7.393	0.2474	0.7249	0.6861	2.156	0.1968	0.8032	0.1375
ACH-000147	gCSI	ACH-000147	Drug_435	241157	0.8496		6.215	0.0979	0.9919	0.5941	0.8106	0.1638	0.8362	0.1033
ACH-000996	gCSI	ACH-000996	Drug_1493	238922	0.6611	6.352	6.497	0.1205	0.9555	0.1858	1.392	0.3838	0.6162	0.3466
ACH-000974	gCSI	ACH-000974	Drug_795	243154	0.4923	7.239	7.272	0.0274	0.9972	0.0688	1.94	0.3105	0.6895	0.2873
ACH-000247	gCSI	ACH-000247	Drug_279	241465	0.9263		5.05	116600.0	-0.125	0.5792	2.314	0.0	1.0	0.0
ACH-000855	gCSI	ACH-000855	Drug_1005	238186	0.6952	5.829	5.829	7.703	0.3847	0.0	1.624	0.0297	0.9703	0.0126
ACH-000297	gCSI	ACH-000297	Drug_1493	238903	0.7026	5.861	5.882	0.0088	0.9997	0.0518	2.275	0.2941	0.7059	0.2746
ACH-000637	gCSI	ACH-000637	Drug_865	240207	0.6518	6.498	8.011	0.116	0.9777	0.4781	0.8977	0.2746	0.7254	0.2123
ACH-000687	gCSI	ACH-000687	Drug_883	239223	0.9256		5.26	2.408	0.7894	0.6775	0.5834	0.055	0.945	0.0109
ACH-000859	gCSI	ACH-000859	Drug_895	240517	0.9108	4.697	5.018	0.018	1.0	0.474	4.0	0.0447	0.9553	0.0323
ACH-000202	gCSI	ACH-000202	Drug_1214	242457	0.8873		8.482	0.4121	0.7177	0.8489	1.19	0.0588	0.9412	0.012
ACH-000936	gCSI	ACH-000936	Drug_1163	237235	0.9437	3.287	3.287	19.96	0.7015	0.0	0.4809	0.0326	0.9674	0.0012
ACH-000430	gCSI	ACH-000430	Drug_1214	242786	0.622		9.007	0.0968	0.9802	0.5439	1.057	0.2392	0.7608	0.1795
ACH-000811	gCSI	ACH-000811	Drug_895	240723	0.7916	5.553	5.826	0.0329	0.997	0.3156	1.586	0.203	0.797	0.17
ACH-000856	gCSI	ACH-000856	Drug_1087	242032	0.6929	4.042	4.042	19.36	0.7547	0.0	0.1266	0.3253	0.6747	0.2503
ACH-000205	gCSI	ACH-000205	Drug_501	239878	0.8594		7.18	0.1462	0.8812	0.7347	2.067	0.1516	0.8484	0.0942
ACH-000820	gCSI	ACH-000820	Drug_1105	238734	0.5875	7.797	7.946	0.0245	0.9918	0.3728	4.0	0.234	0.766	0.2098
ACH-000965	gCSI	ACH-000965	Drug_435	241096	0.8392	4.805	5.093	0.5795	0.9693	0.1874	0.7097	0.1384	0.8616	0.0888
ACH-000881	gCSI	ACH-000881	Drug_201	243465	0.7095	5.741	5.741	0.0773	0.9931	0.0	1.312	0.203	0.797	0.1727
ACH-000456	gCSI	ACH-000456	Drug_1214	242420	0.7072		9.219	0.1435	0.9641	0.6559	0.8075	0.1981	0.8019	0.1258
ACH-000811	gCSI	ACH-000811	Drug_1127	241938	0.5625	7.296	7.672	0.0658	0.9913	0.2847	0.9736	0.4015	0.5985	0.3482
ACH-000875	gCSI	ACH-000875	Drug_1127	241706	0.6412	6.648	8.27	0.0676	0.9835	0.4957	1.271	0.3612	0.6388	0.2985
ACH-000414	gCSI	ACH-000414	Drug_201	243314	0.6956	5.825	5.825	0.0407	0.9973	0.0	1.413	0.2216	0.7784	0.1931
ACH-000674	gCSI	ACH-000674	Drug_988	237832	0.5381	6.894	6.912	0.025	0.9966	0.0482	2.485	0.2276	0.7724	0.2101
ACH-000366	gCSI	ACH-000366	Drug_279	241527	0.9312	2.045	2.045	213.2	0.2574	0.0	0.2679	0.0176	0.9824	0.0
ACH-000966	gCSI	ACH-000966	Drug_865	240164	0.4859	8.166	8.328	0.0457	0.9873	0.2873	2.286	0.4349	0.5651	0.3994
ACH-000880	gCSI	ACH-000880	Drug_1214	242414	0.6069		9.434	0.0968	0.9689	0.5625	1.442	0.2782	0.7218	0.2181
ACH-000965	gCSI	ACH-000965	Drug_1127	241906	0.5067	7.231	7.263	0.0327	0.9949	0.0927	2.863	0.4136	0.5864	0.395
ACH-000595	gCSI	ACH-000595	Drug_883	239411	0.915		0.0	263.7	0.1477	0.562	0.0908	0.0847	0.9153	0.0016
ACH-000147	gCSI	ACH-000147	Drug_1163	237528	0.9885		6.244	0.3828	0.5414	0.9692	4.0	0.01	0.99	0.0
ACH-000024	gCSI	ACH-000024	Drug_201	243497	0.6405	6.163	6.164	0.0059	0.9998	0.0035	2.461	0.3041	0.6959	0.2873
ACH-000667	gCSI	ACH-000667	Drug_865	240120	0.4684	8.113	8.26	0.0665	0.9791	0.2513	2.055	0.4435	0.5565	0.4089
ACH-000910	gCSI	ACH-000910	Drug_988	237807	0.6374	6.683	6.826	0.0661	0.9851	0.2303	1.871	0.168	0.832	0.1425
ACH-000139	gCSI	ACH-000139	Drug_435	241078	0.9153	4.032	4.032	2.182	0.9682	0.0	0.6121	0.061	0.939	0.0204
ACH-000277	gCSI	ACH-000277	Drug_501	239713	0.9312		7.334	0.2484	0.8317	0.8761	1.337	0.0757	0.9243	0.0105
ACH-000972	gCSI	ACH-000972	Drug_1005	238112	0.7029	5.777	5.777	2.939	0.8001	0.0	1.057	0.0494	0.9506	0.0224
ACH-000114	gCSI	ACH-000114	Drug_1493	239126	0.6565	6.175	6.218	0.0416	0.9949	0.0709	1.517	0.3703	0.6297	0.3408
ACH-001239	gCSI	ACH-001239	Drug_1163	237547	0.9008		7.183	0.8126	0.5685	0.8127	0.652	0.1057	0.8943	0.0317
ACH-000624	gCSI	ACH-000624	Drug_1493	238908	0.6105	6.35	6.355	0.0146	0.9994	0.0075	1.486	0.4309	0.5691	0.403
ACH-000859	gCSI	ACH-000859	Drug_279	241324	0.9938		7.824	0.7743	0.4005	0.9902	4.0	0.0021	0.9979	0.0
ACH-000270	gCSI	ACH-000270	Drug_1087	242165	0.4787	7.425	7.748	0.0982	0.9848	0.1535	0.4932	0.6141	0.3859	0.5713
ACH-000824	gCSI	ACH-000824	Drug_795	243035	0.4922	7.167	7.176	0.0061	0.9999	0.0406	4.0	0.2957	0.7043	0.2842
ACH-000864	gCSI	ACH-000864	Drug_1163	237214	1.0		2.643	961.8	0.0	0.8844	1.609	0.0	1.0	0.0
ACH-000380	gCSI	ACH-000380	Drug_279	241393	0.9263		5.05	549.2	0.0	0.5792	2.314	0.0	1.0	0.0
ACH-000012	gCSI	ACH-000012	Drug_435	240929	0.6767	5.989	6.01	0.054	0.9915	0.0349	1.544	0.3322	0.6678	0.3046
ACH-000783	gCSI	ACH-000783	Drug_501	239616	0.8942		7.439	1.222	0.2962	0.8146	0.5931	0.1147	0.8853	0.0347
ACH-000447	gCSI	ACH-000447	Drug_1127	241703	0.4695	8.309	8.595	0.0263	0.9959	0.3069	1.444	0.5535	0.4465	0.5055
ACH-000886	gCSI	ACH-000886	Drug_883	239282	0.8626		6.446	1.17	0.8527	0.6715	0.4144	0.1358	0.8642	0.0571
ACH-000749	gCSI	ACH-000749	Drug_988	237625	0.4003	7.603	7.603	0.0151	0.9992	0.0015	4.0	0.4196	0.5804	0.4093
ACH-000719	gCSI	ACH-000719	Drug_1163	237470	0.8775		6.486	0.0772	0.9794	0.7044	1.671	0.1152	0.8848	0.0704
ACH-000687	gCSI	ACH-000687	Drug_795	242856	0.4879	7.572	7.652	0.061	0.985	0.1588	2.066	0.3643	0.6357	0.3379
ACH-000910	gCSI	ACH-000910	Drug_1127	241843	0.8191		7.999	0.1017	0.9391	0.7286	2.171	0.1761	0.8239	0.1132
ACH-000304	gCSI	ACH-000304	Drug_795	243200	0.5578	7.229	7.319	0.0088	0.9996	0.2008	2.475	0.2764	0.7236	0.2533
ACH-000555	gCSI	ACH-000555	Drug_1163	237162	0.9574		0.0002	210600.0	0.0004	0.9084	0.0087	0.0426	0.9574	0.0
ACH-000473	gCSI	ACH-000473	Drug_1087	242320	0.5174	7.272	7.832	0.136	0.9698	0.2312	0.4817	0.5669	0.4331	0.5187
ACH-000149	gCSI	ACH-000149	Drug_201	243555	0.6457	6.144	6.149	0.0102	0.9996	0.0108	1.907	0.2983	0.7017	0.2765
ACH-000972	gCSI	ACH-000972	Drug_865	240126	0.4498	8.443	8.631	0.04	0.9921	0.2871	1.973	0.4915	0.5085	0.4511
ACH-000535	gCSI	ACH-000535	Drug_1493	238794	0.6639	6.021	6.023	0.0199	0.9986	0.0033	1.807	0.3461	0.6539	0.3233
ACH-000019	gCSI	ACH-000019	Drug_1163	237401	0.879	4.726	4.726	2625.0	0.4344	0.0	4.0	0.0022	0.9978	0.0
ACH-000012	gCSI	ACH-000012	Drug_1493	238915	0.5511	6.824	6.9	0.1108	0.9785	0.0714	0.874	0.5325	0.4675	0.4868
ACH-000696	gCSI	ACH-000696	Drug_1163	237446	0.9372	2.591	2.591	17.79	0.7968	0.0	0.3331	0.0471	0.9529	0.0023
ACH-000204	gCSI	ACH-000204	Drug_895	240616	0.8668	4.856	5.053	0.0531	0.9985	0.2467	1.492	0.0849	0.9151	0.059
ACH-000356	gCSI	ACH-000356	Drug_1163	237419	0.9965		11.42	0.0	-0.0	0.993	0.0	0.0035	0.9965	0.0
ACH-000958	gCSI	ACH-000958	Drug_279	241551	0.9263		5.05	549.2	0.0	0.5792	2.314	0.0	1.0	0.0
ACH-000704	gCSI	ACH-000704	Drug_201	243487	0.6808	5.915	5.915	0.0697	0.9885	0.0	1.532	0.2426	0.7574	0.2161
ACH-000456	gCSI	ACH-000456	Drug_1127	241603	0.4105	7.964	7.994	0.0241	0.9972	0.1144	3.87	0.5734	0.4266	0.5549
ACH-000183	gCSI	ACH-000183	Drug_201	243441	0.6178	6.296	6.297	0.0213	0.998	0.0014	2.255	0.3394	0.6606	0.3211
ACH-000147	gCSI	ACH-000147	Drug_201	243585	0.7202	5.679	5.679	0.0249	0.998	0.0	1.916	0.1808	0.8192	0.1597
ACH-000755	gCSI	ACH-000755	Drug_883	239316	0.9068		5.409	0.0962	0.9953	0.6042	1.334	0.0509	0.9491	0.0234
ACH-000783	gCSI	ACH-000783	Drug_988	237594	0.5063	7.113	7.128	0.0126	0.9992	0.053	3.166	0.28	0.72	0.2655
ACH-000696	gCSI	ACH-000696	Drug_435	241073	0.7981	5.183	5.195	0.1087	0.997	0.0135	0.9447	0.163	0.837	0.1234
ACH-000447	gCSI	ACH-000447	Drug_501	239690	0.8256		7.415	0.1681	0.815	0.6936	2.663	0.1939	0.8061	0.1359
ACH-000582	gCSI	ACH-000582	Drug_795	242865	0.567	7.006	7.043	0.0174	0.9985	0.1464	4.0	0.2334	0.7666	0.2192
ACH-000219	gCSI	ACH-000219	Drug_1005	237961	0.6591	6.045	6.045	2.658	0.9868	0.0	2.851	0.0341	0.9659	0.0221
ACH-000856	gCSI	ACH-000856	Drug_1493	238806	0.5085	7.113	7.157	0.0605	0.9871	0.0659	1.389	0.6008	0.3992	0.5681
ACH-000733	gCSI	ACH-000733	Drug_895	240479	0.8495	4.944	5.051	0.1524	0.9889	0.1487	1.435	0.097	0.903	0.0703
ACH-000998	gCSI	ACH-000998	Drug_988	237621	0.523	7.008	7.023	0.0054	0.9998	0.0532	3.428	0.2538	0.7462	0.2404
ACH-000356	gCSI	ACH-000356	Drug_279	241448	0.9263		5.05	549.2	0.0	0.5792	2.314	0.0	1.0	0.0
ACH-000017	gCSI	ACH-000017	Drug_279	241513	0.9263		5.05	57340.0	-0.1251	0.5792	2.314	0.0	1.0	0.0
ACH-000599	gCSI	ACH-000599	Drug_1214	242704	0.6812		8.697	0.0487	0.9913	0.5927	1.874	0.1808	0.8192	0.1363
ACH-000958	gCSI	ACH-000958	Drug_988	237923	0.4276	7.439	7.44	0.023	0.9915	0.0014	4.0	0.3768	0.6232	0.3664
ACH-000383	gCSI	ACH-000383	Drug_1214	242689	0.6961		8.58	0.1028	0.9818	0.601	1.122	0.1654	0.8346	0.1127
ACH-000687	gCSI	ACH-000687	Drug_895	240427	0.5905	6.575	6.606	0.0353	0.9954	0.0573	1.69	0.4712	0.5288	0.4442
ACH-000380	gCSI	ACH-000380	Drug_865	240187	0.664	6.956	7.388	0.0129	0.9995	0.405	1.669	0.2167	0.7833	0.1799
ACH-000805	gCSI	ACH-000805	Drug_501	239633	0.8758		7.169	0.2365	0.78	0.7649	2.402	0.1337	0.8663	0.0769
ACH-000304	gCSI	ACH-000304	Drug_201	243603	0.7805	5.316	5.316	0.3251	0.9491	0.0	1.683	0.1002	0.8998	0.0777
ACH-000329	gCSI	ACH-000329	Drug_1163	237201	0.942		0.0671	0.0	-0.0	0.8841	0.0	0.058	0.942	0.0
ACH-000374	gCSI	ACH-000374	Drug_1163	237290	0.919	1.762	1.762	70.89	0.2885	0.0	0.2284	0.0713	0.9287	0.0069
ACH-000972	gCSI	ACH-000972	Drug_501	239726	0.9034		7.114	0.5258	0.2953	0.8138	2.183	0.1031	0.8969	0.0456
ACH-000687	gCSI	ACH-000687	Drug_865	240027	0.2348	8.892	8.92	0.0448	0.9835	0.0666	2.192	0.7138	0.2862	0.6903
ACH-000667	gCSI	ACH-000667	Drug_279	241327	0.6742	6.613	6.7	3706.0	0.3725	0.276	4.0	0.0013	0.9987	0.0
ACH-001075	gCSI	ACH-001075	Drug_501	239697	0.8142		7.393	0.2137	0.584	0.6714	3.601	0.2061	0.7939	0.1522
ACH-000450	gCSI	ACH-000450	Drug_1105	238622	0.5096	8.464	8.756	0.0344	0.9944	0.3813	2.141	0.3622	0.6378	0.3213
ACH-000380	gCSI	ACH-000380	Drug_883	239385	0.9747		5.957	0.1199	0.754	0.9225	4.0	0.0194	0.9806	0.0
ACH-000936	gCSI	ACH-000936	Drug_1005	238039	0.9088		6.125	29.82	0.8237	0.7426	3.998	0.0105	0.9895	0.0025
ACH-000783	gCSI	ACH-000783	Drug_1127	241626	0.697	6.7	7.544	0.0788	0.9702	0.4869	1.875	0.2717	0.7283	0.226
ACH-000348	gCSI	ACH-000348	Drug_883	239491	0.9442	1.849	1.849	48.53	0.4712	0.0	0.2812	0.045	0.955	0.0005
ACH-000447	gCSI	ACH-000447	Drug_865	240090	0.6144	7.318	7.865	0.0226	0.9987	0.4013	1.288	0.2927	0.7073	0.2446
ACH-000621	gCSI	ACH-000621	Drug_1105	238615	0.4354	7.772	7.813	0.0082	0.9997	0.1115	2.688	0.3004	0.6996	0.2815
ACH-000958	gCSI	ACH-000958	Drug_883	239542	0.7194		7.931	0.2411	0.8608	0.57	0.7402	0.3175	0.6825	0.2423
ACH-000450	gCSI	ACH-000450	Drug_1127	241846	0.5629	7.974	8.154	0.0227	0.9972	0.3686	3.228	0.4353	0.5647	0.3962
ACH-000380	gCSI	ACH-000380	Drug_1127	241801	0.314	8.137	8.138	0.0096	0.9996	0.0054	4.0	0.6817	0.3183	0.671
ACH-000535	gCSI	ACH-000535	Drug_201	243233	0.7722	5.325	5.325	0.6879	0.9517	0.0	0.821	0.145	0.855	0.1017
ACH-000966	gCSI	ACH-000966	Drug_895	240564	0.7274	5.75	5.971	0.2273	0.9588	0.1746	0.8442	0.2833	0.7167	0.233
ACH-000820	gCSI	ACH-000820	Drug_279	241550	0.9925		3.794	0.0	-0.0	0.9851	0.0	0.0075	0.9925	0.0
ACH-000768	gCSI	ACH-000768	Drug_883	239424	0.9327	-0.4417	0.0	73.56	0.5678	0.0791	0.1693	0.0628	0.9372	0.0008
ACH-000573	gCSI	ACH-000573	Drug_1105	238618	0.5063	7.949	8.261	0.0256	0.9984	0.3046	1.307	0.3172	0.6828	0.2742
ACH-000024	gCSI	ACH-000024	Drug_1163	237442	0.9672		4.609	141.8	0.9998	0.6767	4.0	0.0003	0.9997	0.0
ACH-000624	gCSI	ACH-000624	Drug_279	241322	0.9858		2.377	0.0	-0.0	0.9716	0.0	0.0142	0.9858	0.0
ACH-000204	gCSI	ACH-000204	Drug_795	243046	0.4593	7.31	7.316	0.0049	0.9999	0.0217	3.289	0.3375	0.6625	0.3242
ACH-000877	gCSI	ACH-000877	Drug_1105	238441	0.3337	8.532	8.575	0.0251	0.9967	0.1262	2.903	0.4701	0.5299	0.449
ACH-000749	gCSI	ACH-000749	Drug_895	240447	0.792	5.738	6.121	0.0134	0.9992	0.4116	1.965	0.2193	0.7807	0.185
ACH-000535	gCSI	ACH-000535	Drug_1105	238391	0.5535	7.367	7.635	0.0713	0.9918	0.2629	1.212	0.2178	0.7822	0.1791
ACH-000435	gCSI	ACH-000435	Drug_883	239251	0.7929		6.9	0.1584	0.9626	0.5717	0.8942	0.2133	0.7867	0.1499
ACH-000450	gCSI	ACH-000450	Drug_865	240232	0.5924	7.87	8.109	0.0217	0.9977	0.4049	3.019	0.329	0.671	0.2928
ACH-000998	gCSI	ACH-000998	Drug_201	243275	0.7189	5.686	5.686	0.0478	0.9945	0.0	1.724	0.184	0.816	0.1606
ACH-000052	gCSI	ACH-000052	Drug_1214	242411	0.6141		9.061	0.0515	0.9935	0.5397	1.148	0.2479	0.7521	0.1895
ACH-000657	gCSI	ACH-000657	Drug_1105	238369	0.4914	7.841	7.944	0.0324	0.9927	0.2263	2.545	0.2883	0.7117	0.2641
ACH-000304	gCSI	ACH-000304	Drug_1493	239163	0.6678	6.17	6.22	0.0615	0.983	0.102	1.975	0.358	0.642	0.3334
ACH-000024	gCSI	ACH-000024	Drug_865	240265	0.7033		8.124	0.0746	0.9856	0.5681	1.21	0.2402	0.7598	0.181
ACH-000183	gCSI	ACH-000183	Drug_883	239407	0.9357	3.791	3.791	7.964	0.892	0.0	0.6239	0.0295	0.9705	0.0022
ACH-000329	gCSI	ACH-000329	Drug_988	237599	0.5028	7.155	7.181	0.0152	0.999	0.0622	2.22	0.2904	0.7096	0.2701
ACH-000624	gCSI	ACH-000624	Drug_435	240921	0.7475	6.118	6.489	0.0617	0.9857	0.3914	1.786	0.2855	0.7145	0.2459
ACH-000364	gCSI	ACH-000364	Drug_435	241166	0.7851	5.232	5.232	0.6127	0.9396	0.0	0.7812	0.1866	0.8134	0.1396
ACH-000270	gCSI	ACH-000270	Drug_1105	238532	0.6023	7.722	7.882	0.0818	0.9763	0.3853	4.0	0.2191	0.7809	0.1952
ACH-000019	gCSI	ACH-000019	Drug_865	240223	0.689		8.325	0.0428	0.99	0.5686	2.338	0.2629	0.7371	0.2118
ACH-000881	gCSI	ACH-000881	Drug_988	237811	0.439	7.376	7.377	0.0156	0.9985	0.0033	3.318	0.3598	0.6402	0.3473
ACH-000885	gCSI	ACH-000885	Drug_435	241163	0.8199	5.002	5.002	0.4384	0.9802	0.0	0.803	0.1432	0.8568	0.0993
ACH-000783	gCSI	ACH-000783	Drug_883	239212	0.9539		7.392	3.288	0.3564	0.9165	0.3206	0.0481	0.9519	0.0
ACH-000582	gCSI	ACH-000582	Drug_1214	242463	0.6355	6.104	6.104	6.184	0.8353	0.0	0.4568	0.0801	0.9199	0.0271
ACH-000861	gCSI	ACH-000861	Drug_1493	238933	0.5351	6.833	6.859	0.0564	0.9948	0.0245	0.8571	0.5491	0.4509	0.505
ACH-000297	gCSI	ACH-000297	Drug_279	241317	0.9597		7.403	0.4164	0.8999	0.929	4.0	0.0075	0.9925	0.0
ACH-000643	gCSI	ACH-000643	Drug_1214	242552	0.756		8.118	1.338	0.767	0.638	0.5258	0.121	0.879	0.0539
ACH-000633	gCSI	ACH-000633	Drug_865	240062	0.8516		9.53	0.612	0.3041	0.8326	0.7491	0.1428	0.8572	0.0503
ACH-000202	gCSI	ACH-000202	Drug_895	240430	0.8741		5.72	0.2325	0.9434	0.5621	1.081	0.1206	0.8794	0.0768
ACH-000304	gCSI	ACH-000304	Drug_1005	238358	0.9022	0.9909	0.9909	72.14	0.5711	0.0	0.1741	0.0636	0.9364	0.0012
ACH-000984	gCSI	ACH-000984	Drug_895	240532	0.799	5.17	5.17	0.4258	0.9611	0.0	0.9407	0.1607	0.8393	0.1212
ACH-000291	gCSI	ACH-000291	Drug_795	243095	0.4807	7.593	7.628	0.0304	0.9968	0.1412	4.0	0.3666	0.6334	0.3501
ACH-000657	gCSI	ACH-000657	Drug_865	239979	0.3646	8.274	8.333	0.0236	0.9973	0.1202	2.026	0.538	0.462	0.5104
ACH-000111	gCSI	ACH-000111	Drug_1087	242134	0.9001	1.666	1.666	40.46	0.503	0.0	0.1985	0.1034	0.8966	0.0234
ACH-000449	gCSI	ACH-000449	Drug_201	243466	0.5702	6.644	6.697	0.1375	0.9829	0.0449	0.7677	0.4283	0.5717	0.3774
ACH-000212	gCSI	ACH-000212	Drug_501	239609	0.8458		7.27	0.356	0.65	0.717	4.0	0.1683	0.8317	0.1151
ACH-000449	gCSI	ACH-000449	Drug_1105	238624	0.3129	8.476	8.513	0.0359	0.9928	0.0864	2.219	0.4766	0.5234	0.4536
ACH-000470	gCSI	ACH-000470	Drug_1087	242365	0.6501	6.416	6.728	0.0626	0.994	0.2307	0.8616	0.4079	0.5921	0.3537
ACH-000149	gCSI	ACH-000149	Drug_1163	237500	0.9365		7.354	0.2723	0.5242	0.8863	4.0	0.0701	0.9299	0.008
ACH-000311	gCSI	ACH-000311	Drug_1493	238880	0.6332	6.199	6.199	0.0887	0.9876	0.0	1.067	0.3954	0.6046	0.3575
ACH-000541	gCSI	ACH-000541	Drug_1493	238983	0.5849	6.512	6.514	0.0043	0.9999	0.0093	3.41	0.4713	0.5287	0.4587
ACH-000972	gCSI	ACH-000972	Drug_1214	242553	0.621		8.961	0.1007	0.9819	0.5383	1.02	0.2366	0.7634	0.1768
ACH-000017	gCSI	ACH-000017	Drug_988	237885	0.4949	7.166	7.18	0.0252	0.9968	0.0469	3.079	0.2948	0.7052	0.28
ACH-000223	gCSI	ACH-000223	Drug_795	242945	0.6843	6.985	7.161	0.0651	0.9835	0.4008	4.0	0.1823	0.8177	0.1602
ACH-000565	gCSI	ACH-000565	Drug_1127	241900	0.9318	2.455	2.455	68.77	0.2616	0.0	0.3044	0.0382	0.9618	0.0
ACH-000256	gCSI	ACH-000256	Drug_435	240844	0.8883	4.532	4.721	0.4499	0.9885	0.1695	0.9514	0.0713	0.9287	0.038
ACH-000411	gCSI	ACH-000411	Drug_988	237551	0.6026	7.171	7.254	0.0936	0.9739	0.2673	4.0	0.2409	0.7591	0.2219
ACH-001307	gCSI	ACH-001307	Drug_1214	242403	0.7663		8.166	0.1522	0.9561	0.6633	1.306	0.1036	0.8964	0.0614
